Taxid;Kingdom;Phylum;Class;Order;Family;Genus;Species;Annotation_type;Accession;Submitting_institution;Submitting_country;Submitting_continent;Submitting_region;South_or_north;Assembly_level;Contig_n50;Log_contig_n50;Display_name;Common_name;NCBI_rank;Our_rank;Assembly_length;Log_length;Submission_date;Sequencing_technology;Tech_coarse;Data_timepoint;Project_title
187706;Eukaryota;Arthropoda;Collembola;Entomobryomorpha;Tomoceridae;Tomocerus;Tomocerus minor;;GCA_009936455.1;IRIDIAN GENOMES;USA;North America;North America;global_north;Scaffold;18216;4,26;ASM993645v1;;SPECIES;species;332593957;8,52;27.01.20;Illumina;short;2021_January;Tomocerus minor
1765738;Eukaryota;Arthropoda;Collembola;Entomobryomorpha;Tomoceridae;Tomocerus;Tomocerus qinae;;GCA_009869885.1;Nanjing Agricultural University;China;Asia;Asia;global_south;Scaffold;11437;4,06;ASM986988v1;;SPECIES;species;264859944;8,42;14.01.20;Illumina HiSeq;short;2021_January;Genome sequencing and assembly of Collembola
2583951;Eukaryota;Arthropoda;Collembola;Neelipleona;Neelidae;Neelides;Neelides sp. FZ-2019;;GCA_009869795.1;Nanjing Agricultural University;China;Asia;Asia;global_south;Scaffold;80984;4,91;ASM986979v1;;SPECIES;species;97765094;7,99;14.01.20;Illumina HiSeq;short;2021_January;Genome sequencing and assembly of Collembola
1519100;Eukaryota;Arthropoda;Collembola;Poduromorpha;Hypogastruridae;Ceratophysella;Ceratophysella communis;;GCA_009869905.1;Nanjing Agricultural University;China;Asia;Asia;global_south;Scaffold;7151;3,85;ASM986990v1;;SPECIES;species;162375375;8,21;14.01.20;Illumina HiSeq;short;2021_January;Genome sequencing and assembly of Collembola
1983282;Eukaryota;Arthropoda;Collembola;Poduromorpha;Neanuridae;Holacanthella;Holacanthella duospinosa;;GCA_002738285.1;Landcare Research;New Zealand;Oceania;Oceania;global_north;Scaffold;80495;4,91;ASM273828v1;;SPECIES;species;327566771;8,52;31.10.17;Illumina HiSeq;short;2021_January;New Zealand giant collembola (Holacanthella duospinosa) genome and transcriptome sequencing project
187685;Eukaryota;Arthropoda;Collembola;Poduromorpha;Neanuridae;Pseudachorutes;Pseudachorutes palmiensis;;GCA_009869845.1;Nanjing Agricultural University;China;Asia;Asia;global_south;Scaffold;35249;4,55;ASM986984v1;;SPECIES;species;77080803;7,89;14.01.20;Illumina HiSeq;short;2021_January;Genome sequencing and assembly of Collembola
2583954;Eukaryota;Arthropoda;Collembola;Poduromorpha;Onychiuridae;Thalassaphorura;Thalassaphorura encarpata;;GCA_009869925.1;Nanjing Agricultural University;China;Asia;Asia;global_south;Scaffold;11137;4,05;ASM986992v1;;SPECIES;species;130904934;8,12;14.01.20;Illumina HiSeq;short;2021_January;Genome sequencing and assembly of Collembola
1840514;Eukaryota;Arthropoda;Collembola;Poduromorpha;Tullbergiidae;Mesaphorura;Mesaphorura yosii;;GCA_009869945.1;Nanjing Agricultural University;China;Asia;Asia;global_south;Scaffold;163682;5,21;ASM986994v1;;SPECIES;species;97983859;7,99;14.01.20;Illumina HiSeq;short;2021_January;Genome sequencing and assembly of Collembola
2584527;Eukaryota;Arthropoda;Collembola;Symphypleona;Arrhopalitidae;Pygmarrhopalites;Pygmarrhopalites habei;;GCA_009870185.1;Nanjing Agricultural University;China;Asia;Asia;global_south;Scaffold;19872;4,3;ASM987018v1;;SPECIES;species;211516385;8,33;14.01.20;Illumina HiSeq;short;2021_January;Genome sequencing and assembly of Collembola
332384;Eukaryota;Arthropoda;Collembola;Symphypleona;Bourletiellidae;Pseudobourletiella;Pseudobourletiella spinata;;GCA_009870155.1;Nanjing Agricultural University;China;Asia;Asia;global_south;Scaffold;9981;4;ASM987015v1;;SPECIES;species;208313765;8,32;14.01.20;Illumina HiSeq;short;2021_January;Genome sequencing and assembly of Collembola
1387126;Eukaryota;Arthropoda;Collembola;Symphypleona;Sminthuridae;Lipothrix;Lipothrix lubbocki;;GCA_009872335.1;Nanjing Agricultural University;China;Asia;Asia;global_south;Scaffold;10263;4,01;ASM987233v1;;SPECIES;species;244673950;8,39;14.01.20;Illumina HiSeq;short;2021_January;Genome sequencing and assembly of Collembola
281415;Eukaryota;Arthropoda;Collembola;Symphypleona;Sminthurididae;Sminthurides;Sminthurides aquaticus;;GCA_906901655.1;LOEWE-TBG;Germany;Europe;Europe;global_north;Contig;8776828;6,94;SCSMAQ_UL_ASM1;;SPECIES;species;165915169;8,22;13.05.21;N/A;none;2021_June;Biodiversity genomics of small metazoa: high quality de novo genomes from single specimens of field-collected and ethanol-preserved springtails
2584528;Eukaryota;Arthropoda;Collembola;Symphypleona;Sminthurididae;Sminthurides;Sminthurides bifidus;;GCA_009872375.1;Nanjing Agricultural University;China;Asia;Asia;global_south;Scaffold;10741;4,03;ASM987237v1;;SPECIES;species;130022519;8,11;14.01.20;Illumina HiSeq;short;2021_January;Genome sequencing and assembly of Collembola
1325552;Eukaryota;Arthropoda;Diplopoda;Polydesmida;Paradoxosomatidae;Helicorthomorpha;Helicorthomorpha holstii;;GCA_013389785.1;The Chinese University of Hong Kong;China;Asia;Asia;global_south;Scaffold;59177;4,77;Chicago_HiC;;SPECIES;species;181200196;8,26;06.07.20;"Illumina; HiC";short;2021_January;Helicorthomorpha holstii Genome sequencing and assembly
1366115;Eukaryota;Arthropoda;Diplopoda;Spirobolida;Trigoniulidae;Trigoniulus;Trigoniulus corallinus;;GCA_013389805.1;The Chinese University of Hong Kong;China;Asia;Asia;global_south;Scaffold;54335;4,74;ASM1338980v1;;SPECIES;species;448558750;8,65;06.07.20;"Illumina; HiC";short;2021_January;Trigoniulus corallinus Genome sequencing and assembly
438502;Eukaryota;Arthropoda;Entognatha;Diplura;Campodeidae;Campodea;Campodea augens;;GCA_009757345.1;University of Geneva;Switzerland;Europe;Europe;global_north;Scaffold;33447;4,52;UGE_Caugens_1.0;;SPECIES;species;1127042003;9,05;16.12.19;Illumina HiSeq;short;2021_January;Campodea augens isolate:MM-2018 Genome sequencing and assembly
438503;Eukaryota;Arthropoda;Entognatha;Diplura;Japygidae;Catajapyx;Catajapyx aquilonaris;;GCA_000934665.2;The i5k Initiative;USA;North America;North America;global_north;Scaffold;32665;4,51;Caqu_2.0;;SPECIES;species;285625633;8,46;15.12.17;Illumina MiSeq;short;2021_January;Catajapyx aquilonaris Genome sequencing and assembly
136180;Eukaryota;Arthropoda;Hexanauplia;Calanoida;Acartiidae;Acartia;Acartia tonsa;;GCA_900241095.1;ROSKILDE UNIVERSITY;Denmark;Europe;Europe;global_north;Scaffold;3244;3,51;Aton1.0;;SPECIES;species;989163677;9;03.01.18;N/A;none;2021_January;Acartia tonsa genome project
88015;Eukaryota;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis;GENOME_GFF;GCF_000591075.1;The i5k Initiative;USA;North America;North America;global_north;Scaffold;67724;4,83;Eaff_2.0;;SPECIES;species;389032277;8,59;12.12.17;Illumina;short;2021_January;Eurytemora affinis strain:Atlantic clade Genome sequencing and assembly
298420;Eukaryota;Arthropoda;Hexanauplia;Cyclopoida;Cyclopidae;Apocyclops;Apocyclops royi;;GCA_900607525.1;ROSKILDE UNIVERSITY;Denmark;Europe;Europe;global_north;Scaffold;2108;3,32;AroyWGS1.0;;SPECIES;species;262264339;8,42;05.12.18;N/A;none;2021_January;The genome and transcriptome of the cyclopoid copepod Apocyclops royi. The mRNA transcriptome is from a culture of Apocyclops royi fed either Dunaliella tertiolecta or Isochrysis galbana. The PCRfree WGS genome assembly was scaffolded with the mRNA transcriptome.
136191;Eukaryota;Arthropoda;Hexanauplia;Cyclopoida;Oithonidae;Oithona;Oithona nana;;GCA_900157175.1;Genoscope CEA;France;Europe;Europe;global_north;Scaffold;38620;4,59;O_NANA_1;;SPECIES;species;85010107;7,93;17.02.17;N/A;none;2021_January;Genome assembly and annotation of the Oithona nana genome
6832;Eukaryota;Arthropoda;Hexanauplia;Harpacticoida;Harpacticidae;Tigriopus;Tigriopus californicus;GENOME_GFF;GCA_007210705.1;Scripps Institution of Oceanography;USA;North America;North America;global_north;Chromosome;44438;4,65;Tcal_SD_v2.1;tidepool copepod;SPECIES;species;191142546;8,28;29.07.19;"Illumina; PacBio RSII";long;2021_January;Tigriopus californicus strain:San Diego Genome sequencing and assembly
158387;Eukaryota;Arthropoda;Hexanauplia;Harpacticoida;Harpacticidae;Tigriopus;Tigriopus japonicus;;GCA_010645155.1;Sungkyunkwan University;South Korea;Asia;Asia;global_north;Chromosome;70641;4,85;ASM1064515v1;;SPECIES;species;196599007;8,29;21.02.20;Illumina HiSeq;short;2021_January;Tigriopus japonicus Genome sequencing and assembly
1133412;Eukaryota;Arthropoda;Hexanauplia;Harpacticoida;Harpacticidae;Tigriopus;Tigriopus kingsejongensis;;GCA_012959195.1;Sungkyunkwan University;South Korea;Asia;Asia;global_north;Scaffold;1293995;6,11;ASM1295919v1;;SPECIES;species;338647387;8,53;04.05.20;PacBio Sequel;long;2021_January;Tigriopus kingsejongensis Genome sequencing and assembly
2056173;Eukaryota;Arthropoda;Hexanauplia;Harpacticoida;Tisbidae;Tisbe;Tisbe holothuriae;;GCA_900659605.1;ROSKILDE UNIVERSITY;Denmark;Europe;Europe;global_north;Scaffold;5083;3,71;ASM90065960v1;;SPECIES;species;276259850;8,44;07.02.19;N/A;none;2021_January;The genome assembly of the harpacticoid copepod Tisbe holothuriae. PCRfree WGS reads was assembled using SPAdes and scaffolded with the HAHV01 mRNA transcriptome.
41117;Eukaryota;Arthropoda;Hexanauplia;Pedunculata;Pollicipedidae;Pollicipes;Pollicipes pollicipes;GENOME_GFF;GCF_011947565.2;George Washington University;USA;North America;North America;global_north;Scaffold;109725;5,04;Ppol_2;;SPECIES;species;770089732;8,89;27.10.20;"PacBio RS; Illumina NextSeq";long;2021_January;Pollicipes pollicipes isolate:AB1234 Genome sequencing and assembly
94630;Eukaryota;Arthropoda;Hexanauplia;Sessilia;Archaeobalanidae;Semibalanus;Semibalanus balanoides;;GCA_014673585.1;Brown University;USA;North America;North America;global_north;Scaffold;45551;4,66;Sbal3.1;northern acorn barnacle;SPECIES;species;486009102;8,69;17.09.20;"Illumina HiSeq; PacBio";long;2021_January;Semibalanus balanoides isolate:JCBN2019 Genome sequencing and assembly
1232801;Eukaryota;Arthropoda;Hexanauplia;Sessilia;Balanidae;Amphibalanus;Amphibalanus amphitrite;GENOME_GFF;GCA_009805615.1;Seoul National University;South Korea;Asia;Asia;global_north;Scaffold;313401;5,5;SNU_Aamp_1;;SPECIES;species;613414131;8,79;27.12.19;"PacBio Sequel; Illumina HiSeq";long;2021_January;Amphibalanus amphitrite Genome sequencing and assembly
217165;Eukaryota;Arthropoda;Hexanauplia;Siphonostomatoida;Caligidae;Caligus;Caligus rogercresseyi;;GCA_013387185.1;Universidad de Concepcion;Chile;South America;South America;global_south;Chromosome;38017;4,58;ASM1338718v1;;SPECIES;species;478201101;8,68;13.11.19;PacBio RSII;long;2021_January;Caligus rogercresseyi isolate:FCH Genome sequencing
72036;Eukaryota;Arthropoda;Hexanauplia;Siphonostomatoida;Caligidae;Lepeophtheirus;Lepeophtheirus salmonis;;GCA_016086655.1;University of Victoria;Canada;North America;North America;global_north;Chromosome;4291048;6,63;UVic_Lsal_1.0;salmon louse;SPECIES;species;668155303;8,82;15.12.20;"Oxford Nanopore MinION; Illumina";long;2021_January;Lepeophtheirus salmonis isolate:Lsal2020 Genome sequencing and assembly
438506;Eukaryota;Arthropoda;Insecta;Archaeognatha;Machilidae;Machilis;Machilis hrabei;;GCA_003456935.1;The i5k Initiative;USA;North America;North America;global_north;Scaffold;2401;3,38;Mhra_1.0;;SPECIES;species;2144507099;9,33;31.08.18;Illumina;short;2021_January;Machilis hrabei Genome sequencing and assembly
6978;Eukaryota;Arthropoda;Insecta;Blattodea;Blattidae;Periplaneta;Periplaneta americana;;GCA_002939525.1;South China Normal University;China;Asia;Asia;global_south;Scaffold;50814;4,71;ASM293952v1;American cockroach;SPECIES;species;3374840130;9,53;23.02.18;Illumina;short;2021_January;Periplaneta americana isolate:Shanghai urban area | breed:American cockroach Genome sequencing and assembly
6973;Eukaryota;Arthropoda;Insecta;Blattodea;Ectobiidae;Blattella;Blattella germanica;other: GCA_003018175.1;GCA_000762945.2;The i5k Initiative;USA;North America;North America;global_north;Scaffold;71964;4,86;Bger_2.0;German cockroach;SPECIES;species;1796331457;9,25;19.01.18;Illumina;short;2021_January;Blattella germanica strain:American Cyanamid = Orlando Normal Genome sequencing and assembly
105785;Eukaryota;Arthropoda;Insecta;Blattodea;Kalotermitidae;Cryptotermes;Cryptotermes secundus;GENOME_GFF;GCF_002891405.2;Westfaelische Wilhelms-University;Germany;Europe;Europe;global_north;Scaffold;63940;4,81;Csec_1.0;;SPECIES;species;1018932804;9,01;17.01.18;Illumina HiSeq;short;2021_January;Cryptotermes secundus isolate:Pool of workers Genome sequencing and assembly
36987;Eukaryota;Arthropoda;Insecta;Blattodea;Rhinotermitidae;Coptotermes;Coptotermes formosanus;GENOME_GFF;GCA_013340265.1;Department of Applied Biological Chemistry, Faculty of Agriculture, Kindai University;Japan;Asia;Asia;global_north;Scaffold;159654;5,2;CopFor1.0;Formosan subterranean termite;SPECIES;species;875711502;8,94;01.06.20;Illumina NovaSeq;short;2021_January;Genome sequencing of Coptotermes formosanus
136037;Eukaryota;Arthropoda;Insecta;Blattodea;Termopsidae;Zootermopsis;Zootermopsis nevadensis;GENOME_GFF;GCF_000696155.1;BGI;China;Asia;Asia;global_south;Scaffold;22794;4,36;ZooNev1.0;;SPECIES;species;485009472;8,69;22.07.14;Illumina HiSeq;short;2021_January;Zootermopsis nevadensis Genome sequencing and assembly
224129;Eukaryota;Arthropoda;Insecta;Coleoptera;Buprestidae;Agrilus;Agrilus planipennis;GENOME_GFF;GCF_000699045.2;The BCM-HGSC i5K pilot project;USA;North America;North America;global_north;Scaffold;28329;4,45;Apla_2.0;emerald ash borer;SPECIES;species;353056831;8,55;03.01.18;Illumina;short;2021_January;Whole genome sequencing, assembly and annotation of Agrilus planipennis
41101;Eukaryota;Arthropoda;Insecta;Coleoptera;Cantharidae;Rhagonycha;Rhagonycha fulva;;GCA_905340355.1;WELLCOME SANGER INSTITUTE;United Kingdom;Europe;Europe;global_north;Chromosome;21086067;7,32;icRhaFulv1.1;;SPECIES;species;424661649;8,63;25.03.21;N/A;none;2021_June;Rhagonycha fulva (common red soldier beetle) genome assembly, icRhaFulv1
2783810;Eukaryota;Arthropoda;Insecta;Coleoptera;Carabidae;Nebria;Nebria ingens riversi;;GCA_018344505.1;University of Wisconsin-Madison;USA;North America;North America;global_north;Scaffold;196262;5,29;ASM1834450v1;;SUBSPECIES;species;147399399;8,17;12.05.21;"PacBio Sequel; Illumina NovaSeq";long;2021_June;Nebria ingens riversi Genome sequencing and assembly
235516;Eukaryota;Arthropoda;Insecta;Coleoptera;Carabidae;Pogonus;Pogonus chalceus;;GCA_002278615.1;Cambridge University;United Kingdom;Europe;Europe;global_north;Chromosome;5623;3,75;Pchal_1.0;;SPECIES;species;280876046;8,45;15.09.17;Illumina HiSeq;short;2021_January;Pogonus Genome sequencing and assembly
217634;Eukaryota;Arthropoda;Insecta;Coleoptera;Cerambycidae;Anoplophora;Anoplophora glabripennis;GENOME_GFF;GCF_000390285.2;The i5k Initiative;USA;North America;North America;global_north;Scaffold;80490;4,91;Agla_2.0;Asian longhorned beetle;SPECIES;species;706952781;8,85;12.12.17;Illumina HiSeq;short;2021_January;Anoplophora glabripennis isolate:ALB-LARVAE Genome sequencing and assembly
64391;Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Callosobruchus;Callosobruchus maculatus;GENOME_GFF;GCA_900659725.1;Evolutionary Biology Centre;Sweden;Europe;Europe;global_north;Contig;212245;5,33;ASM90065972v1;cowpea weevil;SPECIES;species;1007816681;9;08.11.19;N/A;none;2021_January;Genome Assembly and annotation of callosobruchus maculatus
50390;Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Diabrotica;Diabrotica virgifera;GENOME_GFF;GCF_003013835.1;University of Illinois at Urbana-Champaign;USA;North America;North America;global_north;Scaffold;6238;3,8;Dvir_v2.0;western corn rootworm;SUBSPECIES;species;2418073815;9,38;15.10.18;Illumina HiSeq;short;2021_January;Diabrotica virgifera whole genome sequencing
63699;Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gonioctena;Gonioctena quinquepunctata;GENOME_GFF;GCA_018342105.1;ULB;Belgium;Europe;Europe;global_north;Contig;432124;5,64;ULB_GQUI_1.0;;SPECIES;species;1731947787;9,24;11.05.21;"Oxford Nanopore MinION; Illumina HiSeq";long;2021_June;Gonioctena quinquepunctata genome sequencing and reference assembly
7539;Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Leptinotarsa;Leptinotarsa decemlineata;GENOME_GFF;GCF_000500325.1;The i5k Initiative;USA;North America;North America;global_north;Scaffold;46596;4,67;Ldec_2.0;Colorado potato beetle;SPECIES;species;641992784;8,81;31.10.17;Illumina HiSeq;short;2021_January;Leptinotarsa decemlineata Genome sequencing and assembly
2663496;Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Leptinotarsa;Leptinotarsa defecta;;GCA_015342085.1;University of Wisconsin-Madison;USA;North America;North America;global_north;Scaffold;5300;3,72;ASM1534208v1;;SPECIES;species;623388812;8,79;10.11.20;Illumina HiSeq;short;2021_January;Comparative genomic analysis of Leptinotarsa
380266;Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Leptinotarsa;Leptinotarsa haldemani;;GCA_015342125.1;University of Wisconsin-Madison;USA;North America;North America;global_north;Scaffold;2472;3,39;ASM1534212v1;;SPECIES;species;549178770;8,74;10.11.20;Illumina HiSeq;short;2021_January;Comparative genomic analysis of Leptinotarsa
216192;Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Leptinotarsa;Leptinotarsa juncta;;GCA_015342165.1;University of Wisconsin-Madison;USA;North America;North America;global_north;Scaffold;2839;3,45;ASM1534216v1;false potato beetle;SPECIES;species;523984424;8,72;10.11.20;Illumina HiSeq;short;2021_January;Comparative genomic analysis of Leptinotarsa
2663499;Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Leptinotarsa;Leptinotarsa lineolata;;GCA_015342045.1;University of Wisconsin-Madison;USA;North America;North America;global_north;Scaffold;6286;3,8;ASM1534204v1;;SPECIES;species;647430020;8,81;10.11.20;Illumina HiSeq;short;2021_January;Comparative genomic analysis of Leptinotarsa
2663494;Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Leptinotarsa;Leptinotarsa peninsularis;;GCA_015342205.1;University of Wisconsin-Madison;USA;North America;North America;global_north;Scaffold;3521;3,55;ASM1534220v1;;SPECIES;species;558697164;8,75;10.11.20;Illumina HiSeq;short;2021_January;Comparative genomic analysis of Leptinotarsa
2663495;Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Leptinotarsa;Leptinotarsa rubiginosa;;GCA_015342145.1;University of Wisconsin-Madison;USA;North America;North America;global_north;Scaffold;2836;3,45;ASM1534214v1;;SPECIES;species;566666884;8,75;10.11.20;Illumina HiSeq;short;2021_January;Comparative genomic analysis of Leptinotarsa
937810;Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Leptinotarsa;Leptinotarsa texana;;GCA_015342105.1;University of Wisconsin-Madison;USA;North America;North America;global_north;Scaffold;5536;3,74;ASM1534210v1;;SPECIES;species;640408317;8,81;10.11.20;Illumina HiSeq;short;2021_January;Comparative genomic analysis of Leptinotarsa
2663498;Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Leptinotarsa;Leptinotarsa tumamoca;;GCA_015342025.1;University of Wisconsin-Madison;USA;North America;North America;global_north;Scaffold;3871;3,59;ASM1534202v1;;SPECIES;species;578677183;8,76;10.11.20;Illumina HiSeq;short;2021_January;Comparative genomic analysis of Leptinotarsa
2663497;Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Leptinotarsa;Leptinotarsa undecemlineata;;GCA_015342065.1;University of Wisconsin-Madison;USA;North America;North America;global_north;Scaffold;5685;3,75;ASM1534206v1;;SPECIES;species;639105767;8,81;10.11.20;Illumina HiSeq;short;2021_January;Comparative genomic analysis of Leptinotarsa
